,equity
2025-11-24 09:30:00-05:00,100000.0
2025-11-24 09:31:00-05:00,100000.0
2025-11-24 09:32:00-05:00,100000.0
2025-11-24 09:33:00-05:00,100000.0
2025-11-24 09:34:00-05:00,100000.0
2025-11-24 09:35:00-05:00,100000.0
2025-11-24 09:36:00-05:00,100000.0
2025-11-24 09:37:00-05:00,100000.0
2025-11-24 09:38:00-05:00,100000.0
2025-11-24 09:39:00-05:00,100000.0
2025-11-24 09:40:00-05:00,100000.0
2025-11-24 09:41:00-05:00,100000.0
2025-11-24 09:42:00-05:00,100000.0
2025-11-24 09:43:00-05:00,100000.0
2025-11-24 09:44:00-05:00,100000.0
2025-11-24 09:45:00-05:00,100000.0
2025-11-24 09:46:00-05:00,100000.0
2025-11-24 09:47:00-05:00,100000.0
2025-11-24 09:48:00-05:00,100000.0
2025-11-24 09:49:00-05:00,99998.74902362768
2025-11-24 09:50:00-05:00,99994.62772605571
2025-11-24 09:51:00-05:00,99993.37652401131
2025-11-24 09:52:00-05:00,99989.42150692147
2025-11-24 09:53:00-05:00,99986.65637020272
2025-11-24 09:54:00-05:00,99989.04447610988
2025-11-24 09:55:00-05:00,99989.04447610988
2025-11-24 09:56:00-05:00,99987.7917672474
2025-11-24 09:57:00-05:00,99985.62877933437
2025-11-24 09:58:00-05:00,99985.62877933437
2025-11-24 09:59:00-05:00,99984.374525946
2025-11-24 10:00:00-05:00,99980.52418414912
2025-11-24 10:01:00-05:00,99978.42870287827
2025-11-24 10:02:00-05:00,99978.42870287827
2025-11-24 10:03:00-05:00,99978.42870287827
2025-11-24 10:04:00-05:00,99978.42870287827
2025-11-24 10:05:00-05:00,99978.42870287827
2025-11-24 10:06:00-05:00,99978.42870287827
2025-11-24 10:07:00-05:00,99977.17247166902
2025-11-24 10:08:00-05:00,99975.56599293245
2025-11-24 10:09:00-05:00,99974.31021387209
2025-11-24 10:10:00-05:00,99973.19453382267
2025-11-24 10:11:00-05:00,99971.93956467559
2025-11-24 10:12:00-05:00,99972.43412464068
2025-11-24 10:13:00-05:00,99972.43412464068
2025-11-24 10:14:00-05:00,99971.17730953512
2025-11-24 10:15:00-05:00,99969.15038980557
2025-11-24 10:16:00-05:00,99969.15038980557
2025-11-24 10:17:00-05:00,99969.15038980557
2025-11-24 10:18:00-05:00,99967.89370656239
2025-11-24 10:19:00-05:00,99965.51351857411
2025-11-24 10:20:00-05:00,99964.89055253129
2025-11-24 10:21:00-05:00,99962.61859128003
2025-11-24 10:22:00-05:00,99962.61859128003
2025-11-24 10:23:00-05:00,99962.61859128003
2025-11-24 10:24:00-05:00,99961.36275565794
2025-11-24 10:25:00-05:00,99958.70721131991
2025-11-24 10:26:00-05:00,99958.70721131991
2025-11-24 10:27:00-05:00,99957.45050922284
2025-11-24 10:28:00-05:00,99954.51342345121
2025-11-24 10:29:00-05:00,99954.51342345121
2025-11-24 10:30:00-05:00,99954.51342345121
2025-11-24 10:31:00-05:00,99954.51342345121
2025-11-24 10:32:00-05:00,99954.51342345121
2025-11-24 10:33:00-05:00,99954.51342345121
2025-11-24 10:34:00-05:00,99953.25561012322
2025-11-24 10:35:00-05:00,99951.50561012322
2025-11-24 10:36:00-05:00,99951.01743053138
2025-11-24 10:37:00-05:00,99951.01743053138
2025-11-24 10:38:00-05:00,99949.75918402338
2025-11-24 10:39:00-05:00,99947.79897894525
2025-11-24 10:40:00-05:00,99945.07367570706
2025-11-24 10:41:00-05:00,99943.81461917081
2025-11-24 10:42:00-05:00,99941.5055365185
2025-11-24 10:43:00-05:00,99941.5055365185
2025-11-24 10:44:00-05:00,99941.5055365185
2025-11-24 10:45:00-05:00,99941.5055365185
2025-11-24 10:46:00-05:00,99940.24595264765
2025-11-24 10:47:00-05:00,99940.07128184929
2025-11-24 10:48:00-05:00,99938.81164141672
2025-11-24 10:49:00-05:00,99938.5314126673
2025-11-24 10:50:00-05:00,99938.5314126673
2025-11-24 10:51:00-05:00,99937.27167808016
2025-11-24 10:52:00-05:00,99935.24140464266
2025-11-24 10:53:00-05:00,99934.57713227697
2025-11-24 10:54:00-05:00,99931.63871379106
2025-11-24 10:55:00-05:00,99930.38022241219
2025-11-24 10:56:00-05:00,99930.8011108906
2025-11-24 10:57:00-05:00,99929.08583431992
2025-11-24 10:58:00-05:00,99927.82694735387
2025-11-24 10:59:00-05:00,99926.77820890423
2025-11-24 11:00:00-05:00,99926.77820890423
2025-11-24 11:01:00-05:00,99926.77820890423
2025-11-24 11:02:00-05:00,99925.51777741229
2025-11-24 11:03:00-05:00,99923.20731980428
2025-11-24 11:04:00-05:00,99923.20731980428
2025-11-24 11:05:00-05:00,99923.20731980428
2025-11-24 11:06:00-05:00,99923.20731980428
2025-11-24 11:07:00-05:00,99923.20731980428
2025-11-24 11:08:00-05:00,99923.20731980428
2025-11-24 11:09:00-05:00,99921.94534045253
2025-11-24 11:10:00-05:00,99919.92321519926
2025-11-24 11:11:00-05:00,99919.92321519926
2025-11-24 11:12:00-05:00,99919.92321519926
2025-11-24 11:13:00-05:00,99918.66125780542
2025-11-24 11:14:00-05:00,99917.25834713837
2025-11-24 11:15:00-05:00,99917.25834713837
2025-11-24 11:16:00-05:00,99917.25834713837
2025-11-24 11:17:00-05:00,99917.25834713837
2025-11-24 11:18:00-05:00,99917.25834713837
2025-11-24 11:19:00-05:00,99915.99628616299
2025-11-24 11:20:00-05:00,99915.61048294033
2025-11-24 11:21:00-05:00,99914.41857528187
2025-11-24 11:22:00-05:00,99913.1562979464
2025-11-24 11:23:00-05:00,99910.77068158903
2025-11-24 11:24:00-05:00,99910.77068158903
2025-11-24 11:25:00-05:00,99909.50910115836
2025-11-24 11:26:00-05:00,99907.72257656782
2025-11-24 11:27:00-05:00,99906.46048742654
2025-11-24 11:28:00-05:00,99904.98899136753
2025-11-24 11:29:00-05:00,99903.7273356362
2025-11-24 11:30:00-05:00,99902.81592743221
2025-11-24 11:31:00-05:00,99901.5545541646
2025-11-24 11:32:00-05:00,99899.59434908647
2025-11-24 11:33:00-05:00,99898.30417207902
2025-11-24 11:34:00-05:00,99897.22623018449
2025-11-24 11:35:00-05:00,99896.66478017301
2025-11-24 11:36:00-05:00,99896.66478017301
2025-11-24 11:37:00-05:00,99896.66478017301
2025-11-24 11:38:00-05:00,99896.66478017301
2025-11-24 11:39:00-05:00,99896.66478017301
2025-11-24 11:40:00-05:00,99896.66478017301
2025-11-24 11:41:00-05:00,99895.40291716366
2025-11-24 11:42:00-05:00,99893.5111239569
2025-11-24 11:43:00-05:00,99893.5111239569
2025-11-24 11:44:00-05:00,99893.5111239569
2025-11-24 11:45:00-05:00,99892.24850759598
2025-11-24 11:46:00-05:00,99890.28219609786
2025-11-24 11:47:00-05:00,99890.28219609786
2025-11-24 11:48:00-05:00,99890.28219609786
2025-11-24 11:49:00-05:00,99890.28219609786
2025-11-24 11:50:00-05:00,99889.020446097
2025-11-24 11:51:00-05:00,99886.81388203458
2025-11-24 11:52:00-05:00,99886.81388203458
2025-11-24 11:53:00-05:00,99885.55183071608
2025-11-24 11:54:00-05:00,99882.88639272521
2025-11-24 11:55:00-05:00,99881.62535848306
2025-11-24 11:56:00-05:00,99880.78419414257
2025-11-24 11:57:00-05:00,99879.52368734997
2025-11-24 11:58:00-05:00,99877.7771053304
2025-11-24 11:59:00-05:00,99876.51640068673
2025-11-24 12:00:00-05:00,99874.59208428048
2025-11-24 12:01:00-05:00,99873.2603472698
2025-11-24 12:02:00-05:00,99871.99972758366
2025-11-24 12:03:00-05:00,99869.62002433458
2025-11-24 12:04:00-05:00,99869.62002433458
2025-11-24 12:05:00-05:00,99869.62002433458
2025-11-24 12:06:00-05:00,99869.62002433458
2025-11-24 12:07:00-05:00,99868.35924439025
2025-11-24 12:08:00-05:00,99867.62369118448
2025-11-24 12:09:00-05:00,99866.36366470666
2025-11-24 12:10:00-05:00,99865.0686134761
2025-11-24 12:11:00-05:00,99865.0686134761
2025-11-24 12:12:00-05:00,99865.0686134761
2025-11-24 12:13:00-05:00,99865.0686134761
2025-11-24 12:14:00-05:00,99863.80827613873
2025-11-24 12:15:00-05:00,99861.6376597508
2025-11-24 12:16:00-05:00,99860.37634304492
2025-11-24 12:17:00-05:00,99858.4496251739
2025-11-24 12:18:00-05:00,99858.4496251739
2025-11-24 12:19:00-05:00,99857.18786574609
2025-11-24 12:20:00-05:00,99855.6461848262
2025-11-24 12:21:00-05:00,99855.6461848262
2025-11-24 12:22:00-05:00,99855.6461848262
2025-11-24 12:23:00-05:00,99854.38449138706
2025-11-24 12:24:00-05:00,99853.26289695884
2025-11-24 12:25:00-05:00,99853.26289695884
2025-11-24 12:26:00-05:00,99853.26289695884
2025-11-24 12:27:00-05:00,99852.00073263186
2025-11-24 12:28:00-05:00,99851.2287514368
2025-11-24 12:29:00-05:00,99851.2287514368
2025-11-24 12:30:00-05:00,99851.2287514368
2025-11-24 12:31:00-05:00,99851.2287514368
2025-11-24 12:32:00-05:00,99849.96660596374
2025-11-24 12:33:00-05:00,99848.56478861086
2025-11-24 12:34:00-05:00,99847.30294445543
2025-11-24 12:35:00-05:00,99846.46097020166
2025-11-24 12:36:00-05:00,99845.19873045906
2025-11-24 12:37:00-05:00,99844.35701399614
2025-11-24 12:38:00-05:00,99843.0944729359
2025-11-24 12:39:00-05:00,99841.83452420543
2025-11-24 12:40:00-05:00,99839.58592801403
2025-11-24 12:41:00-05:00,99836.99486531389
2025-11-24 12:42:00-05:00,99836.99486531389
2025-11-24 12:43:00-05:00,99836.99486531389
2025-11-24 12:44:00-05:00,99836.99486531389
2025-11-24 12:45:00-05:00,99835.73102540337
2025-11-24 12:46:00-05:00,99834.81420267081
2025-11-24 12:47:00-05:00,99834.81420267081
2025-11-24 12:48:00-05:00,99834.81420267081
2025-11-24 12:49:00-05:00,99834.81420267081
2025-11-24 12:50:00-05:00,99833.55030550879
2025-11-24 12:51:00-05:00,99832.50056185645
2025-11-24 12:52:00-05:00,99831.37704616909
2025-11-24 12:53:00-05:00,99830.11297943686
2025-11-24 12:54:00-05:00,99826.7411011758
2025-11-24 12:55:00-05:00,99825.4774864775
2025-11-24 12:56:00-05:00,99824.07377276826
2025-11-24 12:57:00-05:00,99822.81035580607
2025-11-24 12:58:00-05:00,99821.39589899944
2025-11-24 12:59:00-05:00,99820.0202139622
2025-11-24 13:00:00-05:00,99820.0202139622
2025-11-24 13:01:00-05:00,99820.0202139622
2025-11-24 13:02:00-05:00,99820.0202139622
2025-11-24 13:03:00-05:00,99820.0202139622
2025-11-24 13:04:00-05:00,99820.0202139622
2025-11-24 13:05:00-05:00,99820.0202139622
2025-11-24 13:06:00-05:00,99820.0202139622
2025-11-24 13:07:00-05:00,99820.0202139622
2025-11-24 13:08:00-05:00,99820.0202139622
2025-11-24 13:09:00-05:00,99820.0202139622
2025-11-24 13:10:00-05:00,99818.75595892082
2025-11-24 13:11:00-05:00,99817.07160796081
2025-11-24 13:12:00-05:00,99817.07160796081
2025-11-24 13:13:00-05:00,99815.80669360749
2025-11-24 13:14:00-05:00,99812.43227248314
2025-11-24 13:15:00-05:00,99812.43227248314
2025-11-24 13:16:00-05:00,99811.167970307
2025-11-24 13:17:00-05:00,99809.58887248738
2025-11-24 13:18:00-05:00,99809.58887248738
2025-11-24 13:19:00-05:00,99808.32441005303
2025-11-24 13:20:00-05:00,99807.2050252874
2025-11-24 13:21:00-05:00,99804.25137824754
2025-11-24 13:22:00-05:00,99802.98706664445
2025-11-24 13:23:00-05:00,99801.99740970791
2025-11-24 13:24:00-05:00,99800.76772738535
2025-11-24 13:25:00-05:00,99799.50334048159
2025-11-24 13:26:00-05:00,99798.86897199591
2025-11-24 13:27:00-05:00,99797.60469810062
2025-11-24 13:28:00-05:00,99795.9141473367
2025-11-24 13:29:00-05:00,99794.65019361296
2025-11-24 13:30:00-05:00,99792.06022779265
2025-11-24 13:31:00-05:00,99791.42112561755
2025-11-24 13:32:00-05:00,99790.19450208239
2025-11-24 13:33:00-05:00,99789.1757123158
2025-11-24 13:34:00-05:00,99787.91200346293
2025-11-24 13:35:00-05:00,99786.22842470839
2025-11-24 13:36:00-05:00,99784.96420725987
2025-11-24 13:37:00-05:00,99782.2926984699
2025-11-24 13:38:00-05:00,99782.2926984699
2025-11-24 13:39:00-05:00,99781.0285769004
2025-11-24 13:40:00-05:00,99780.6683239656
2025-11-24 13:41:00-05:00,99780.6683239656
2025-11-24 13:42:00-05:00,99780.6683239656
2025-11-24 13:43:00-05:00,99780.6683239656
